"PLU";"Name";"VAT";"Stock group";"PriceType";"Price";"Single Sale";"Turnover";"Sold Qty";"Stock Qty";"Barcode1";"Barcode2";"Barcode3";"Barcode4";
"465";"TRULEX KRPA";"Ђ";"1";"1";"65.00";"0";"0";"0";"0";"0";"0";"0";"0";
"466";"SUNDJERI 2KOM";"Ђ";"1";"1";"45.00";"0";"0";"0";"0";"0";"0";"0";"0";
"467";"ZICA ZA SUDJE 2KOM";"Ђ";"1";"1";"70.00";"0";"0";"0";"0";"0";"0";"0";"0";
"468";"RUKAVICE GUMENE";"Ђ";"1";"1";"120.00";"0";"0";"0";"0";"0";"0";"0";"0";
"469";"BREF ZA WC SOLJU";"Ђ";"1";"1";"320.00";"0";"0";"0";"0";"0";"0";"0";"0";
"470";"KESE ZA PECENJE 5KOM";"Ђ";"1";"1";"100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"471";"PASTA ZA ZUBE";"Ђ";"1";"1";"135.00";"0";"0";"0";"0";"0";"0";"0";"0";
"472";"PASTA ZA BRIJANJE";"Ђ";"1";"1";"200.00";"0";"0";"0";"0";"0";"0";"0";"0";
"473";"STAPICI ZA USI";"Ђ";"1";"1";"70.00";"0";"0";"0";"0";"0";"0";"0";"0";
"474";"STIPALJKE ZA VES";"Ђ";"1";"1";"135.00";"0";"0";"0";"0";"0";"0";"0";"0";
"475";"LABELO STIK";"Ђ";"1";"1";"135.00";"0";"0";"0";"0";"0";"0";"0";"0";
"476";"ACETON";"Ђ";"1";"1";"135.00";"0";"0";"0";"0";"0";"0";"0";"0";
"477";"ULJE ZA KOSU";"Ђ";"1";"1";"190.00";"0";"0";"0";"0";"0";"0";"0";"0";
"478";"SJAJ ZA CUNKE";"Ђ";"1";"1";"170.00";"0";"0";"0";"0";"0";"0";"0";"0";
"479";"NIVEA KREMA";"Ђ";"1";"1";"260.00";"0";"0";"0";"0";"0";"0";"0";"0";
"480";"SOLEA KREMA";"Ђ";"1";"1";"240.00";"0";"0";"0";"0";"0";"0";"0";"0";
"481";"LOSION POSLE BRIJANJA";"Ђ";"1";"1";"190.00";"0";"0";"0";"0";"0";"0";"0";"0";
"482";"ELIOT LOSION";"Ђ";"1";"1";"190.00";"0";"0";"0";"0";"0";"0";"0";"0";
"483";"GLICERINSKA KREMA";"Ђ";"1";"1";"220.00";"0";"0";"0";"0";"0";"0";"0";"0";
"484";"RAJMAX BAT R6 ALKALNE";"Ђ";"1";"1";"65.00";"0";"0";"0";"0";"0";"0";"0";"0";
"485";"RAJMAX BAT R3 ALKALNE";"Ђ";"1";"1";"65.00";"0";"0";"0";"0";"0";"0";"0";"0";
"486";"SAPUN";"Ђ";"1";"1";"60.00";"0";"0";"0";"0";"0";"0";"0";"0";
"487";"SAPUN DECJI";"Ђ";"1";"1";"95.00";"0";"0";"0";"0";"0";"0";"0";"0";
"488";"DOVE SAPUN";"Ђ";"1";"1";"125.00";"0";"0";"0";"0";"0";"0";"0";"0";
"489";"NENSI SAPUN";"Ђ";"1";"1";"100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"490";"TECNI SAPUN SA PUMPOM";"Ђ";"1";"1";"130.00";"0";"0";"0";"0";"0";"0";"0";"0";
"491";"MERIX SAPUN ZA PRANJE";"Ђ";"1";"1";"230.00";"0";"0";"0";"0";"0";"0";"0";"0";
"492";"DEZODORANS ZENSKI";"Ђ";"1";"1";"220.00";"0";"0";"0";"0";"0";"0";"0";"0";
"493";"DEZODORANS MUSKI";"Ђ";"1";"1";"220.00";"0";"0";"0";"0";"0";"0";"0";"0";
"494";"NIVEA DEO SPREJ";"Ђ";"1";"1";"400.00";"0";"0";"0";"0";"0";"0";"0";"0";
"495";"NIVEA STIK ROLO";"Ђ";"1";"1";"365.00";"0";"0";"0";"0";"0";"0";"0";"0";
"496";"OSVEZIVAD DOPUNA";"Ђ";"1";"1";"220.00";"0";"0";"0";"0";"0";"0";"0";"0";
"497";"OSVEZIVAC PROSTORIJA";"Ђ";"1";"1";"150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"498";"SELOTEJP VECI";"Ђ";"1";"1";"100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"499";"SELOTEJP MALI";"Ђ";"1";"1";"15.00";"0";"0";"0";"0";"0";"0";"0";"0";
"500";"IZOLIR TRAKA";"Ђ";"1";"1";"100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"501";"PEK PAPIR";"Ђ";"1";"1";"80.00";"0";"0";"0";"0";"0";"0";"0";"0";
"502";"ALU FOLIJA";"Ђ";"1";"1";"100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"503";"STREC FOLIJA";"Ђ";"1";"1";"60.00";"0";"0";"0";"0";"0";"0";"0";"0";
"504";"KESE ZA ZAMRZIVAC";"Ђ";"1";"1";"35.00";"0";"0";"0";"0";"0";"0";"0";"0";
"505";"VERSKE SVECE MALE";"Ђ";"1";"1";"4.00";"0";"0";"0";"0";"0";"0";"0";"0";
"506";"VERSKE SVECE VECE";"Ђ";"1";"1";"30.00";"0";"0";"0";"0";"0";"0";"0";"0";
"507";"BELE SVECE";"Ђ";"1";"1";"40.00";"0";"0";"0";"0";"0";"0";"0";"0";
"508";"REGULO SPREJ ZA STAKLO";"Ђ";"1";"1";"175.00";"0";"0";"0";"0";"0";"0";"0";"0";
"509";"SPREJ ZA STAKLO";"Ђ";"1";"1";"150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"510";"DOMESTOS";"Ђ";"1";"1";"200.00";"0";"0";"0";"0";"0";"0";"0";"0";
"511";"CIF";"Ђ";"1";"1";"200.00";"0";"0";"0";"0";"0";"0";"0";"0";
"512";"SONA KISELINA 1L";"Ђ";"1";"1";"160.00";"0";"0";"0";"0";"0";"0";"0";"0";
"513";"AXEL SA PUMPICOM 750ML";"Ђ";"1";"1";"345.00";"0";"0";"0";"0";"0";"0";"0";"0";
"514";"FERI 800ML";"Ђ";"1";"1";"300.00";"0";"0";"0";"0";"0";"0";"0";"0";
"515";"FERI 450ML";"Ђ";"1";"1";"190.00";"0";"0";"0";"0";"0";"0";"0";"0";
"516";"SAMPON PALMOLIVE 350ML";"Ђ";"1";"1";"200.00";"0";"0";"0";"0";"0";"0";"0";"0";
"517";"SAMPON VAS&GO 500";"Ђ";"1";"1";"450.00";"0";"0";"0";"0";"0";"0";"0";"0";
"518";"SAMPON KOPRIVA 1L";"Ђ";"1";"1";"145.00";"0";"0";"0";"0";"0";"0";"0";"0";
"519";"BUM SPREJ ZA INSEKTE";"Ђ";"1";"1";"190.00";"0";"0";"0";"0";"0";"0";"0";"0";
"520";"JOKER SPREJ";"Ђ";"1";"1";"140.00";"0";"0";"0";"0";"0";"0";"0";"0";
"521";"HIP VIM 500";"Ђ";"1";"1";"170.00";"0";"0";"0";"0";"0";"0";"0";"0";
"522";"VAJGON INSEKTICID";"Ђ";"1";"1";"390.00";"0";"0";"0";"0";"0";"0";"0";"0";
"523";"TANJIRI PAPIRNATI";"Ђ";"1";"1";"120.00";"0";"0";"0";"0";"0";"0";"0";"0";
"524";"SUPRE LEPAK 3G";"Ђ";"1";"1";"30.00";"0";"0";"0";"0";"0";"0";"0";"0";
"525";"HEMIJSKE OLOVKE";"Ђ";"1";"1";"20.00";"0";"0";"0";"0";"0";"0";"0";"0";
"526";"BIC BRIJACI 1 NOZIC";"Ђ";"1";"1";"45.00";"0";"0";"0";"0";"0";"0";"0";"0";
"527";"BIC BRIJAC 3 NOZICA";"Ђ";"1";"1";"140.00";"0";"0";"0";"0";"0";"0";"0";"0";
"528";"BIC ZILETI 5 KOM";"Ђ";"1";"1";"140.00";"0";"0";"0";"0";"0";"0";"0";"0";
"529";"CETKICA ZA ZUBE";"Ђ";"1";"1";"150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"530";"POKLOPCI ZA TEGLE";"Ђ";"1";"1";"12.00";"0";"0";"0";"0";"0";"0";"0";"0";
"531";"TEGLA STAKLO";"Ђ";"1";"1";"55.00";"0";"0";"0";"0";"0";"0";"0";"0";
"532";"REZANAC REPIN";"Ђ";"1";"1";"1900.00";"0";"0";"0";"0";"0";"0";"0";"0";
"533";"PSENICA";"Е";"1";"1";"1700.00";"0";"0";"0";"0";"0";"0";"0";"0";
"534";"KUKURUZ U ZRNU";"Е";"1";"1";"1600.00";"0";"0";"0";"0";"0";"0";"0";"0";
"535";"BRASNO T -400";"Е";"1";"1";"1600.00";"0";"0";"0";"0";"0";"0";"0";"0";
"536";"BRASNO T-850";"Е";"1";"1";"1250.00";"0";"0";"0";"0";"0";"0";"0";"0";
"537";"STOCNO BRASNO 30/1";"Ђ";"1";"1";"1100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"538";"PREKRUPA 40/1";"Ђ";"1";"1";"1950.00";"0";"0";"0";"0";"0";"0";"0";"0";
"539";"KONCENTRAT";"Ђ";"1";"1";"1850.00";"0";"0";"0";"0";"0";"0";"0";"0";
"540";"HLEB T-500";"Е";"1";"1";"75.00";"0";"0";"0";"0";"0";"0";"0";"0";
"541";"MILKA COKO STIK";"Ђ";"1";"1";"200.00";"0";"0";"0";"0";"0";"0";"0";"0";
"542";"MILKA COKO MINI";"Ђ";"1";"1";"200.00";"0";"0";"0";"0";"0";"0";"0";"0";
"543";"SARDINA U ULU SORTA";"Ђ";"1";"1";"100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"544";"BRASNI 5/1";"Е";"1";"1";"450.00";"0";"0";"0";"0";"0";"0";"0";"0";
"545";"BRASNO T-400 1/1";"Е";"1";"1";"85.00";"0";"0";"0";"0";"0";"0";"0";"0";
"546";"PASILJ GRADISTANAC";"Е";"1";"1";"350.00";"0";"0";"0";"0";"0";"0";"0";"0";
"547";"LA VITA 2/1";"Ђ";"1";"1";"150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"548";"MILKA OREO 100";"Ђ";"1";"1";"150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"549";"MILKA JAGODA 100";"Ђ";"1";"1";"150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"550";"KOMPRIMAT PEPERMINT";"Ђ";"1";"1";"35.00";"0";"0";"0";"0";"0";"0";"0";"0";
"551";"MAK ALPSKA";"Ђ";"1";"1";"725.00";"0";"0";"0";"0";"0";"0";"0";"0";
"552";"PLINSKA BOCA";"Ђ";"1";"1";"120.00";"0";"0";"0";"0";"0";"0";"0";"0";
"553";"FLAMAT ZA POTPALU";"Ђ";"1";"1";"100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"554";"JOCIN MEDENJAK";"Ђ";"1";"1";"195.00";"0";"0";"0";"0";"0";"0";"0";"0";
"555";"NESKVIK INSTANT";"Ђ";"1";"1";"260.00";"0";"0";"0";"0";"0";"0";"0";"0";
"556";"VAFEL KOCKA 1KG";"Ђ";"1";"1";"390.00";"0";"0";"0";"0";"0";"0";"0";"0";
"557";"KREM TECNI GOLD 0,900";"Ђ";"1";"1";"400.00";"0";"0";"0";"0";"0";"0";"0";"0";
"558";"SUVA KAJSIJA 200";"Ђ";"1";"1";"170.00";"0";"0";"0";"0";"0";"0";"0";"0";
"559";"CEDEVITA 0,200";"Ђ";"1";"1";"260.00";"0";"0";"0";"0";"0";"0";"0";"0";
"560";"GRAND GOLD+ČAŠA";"Ђ";"1";"1";"850.00";"0";"0";"0";"0";"0";"0";"0";"0";
"561";"MULTIVITA TABLETE ŠUMEĆE";"Ђ";"1";"1";"250.00";"0";"0";"0";"0";"0";"0";"0";"0";
"562";"REMIKS KNJAZ 1,5 L";"Ђ";"1";"1";"150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"563";"REMIKS KNJAZ 0,500";"Ђ";"1";"1";"85.00";"0";"0";"0";"0";"0";"0";"0";"0";
"564";"TUBE SOK 0,500";"Ђ";"1";"1";"95.00";"0";"0";"0";"0";"0";"0";"0";"0";
"565";"VINO ZDREBAC CRNO 1L";"Ђ";"1";"1";"290.00";"0";"0";"0";"0";"0";"0";"0";"0";
"566";"VINO BELO ZDREBAC 1L";"Ђ";"1";"1";"290.00";"0";"0";"0";"0";"0";"0";"0";"0";
"567";"VOĆNE KAPI 2/1";"Ђ";"1";"1";"170.00";"0";"0";"0";"0";"0";"0";"0";"0";
"568";"VODA VODA 1/1";"Ђ";"1";"1";"55.00";"0";"0";"0";"0";"0";"0";"0";"0";
"569";"SUVA NJEGUSKA PECENICA";"Ђ";"1";"1";"1760.00";"0";"0";"0";"0";"0";"0";"0";"0";
"570";"DOMACI CVARCI 200";"Ђ";"1";"1";"350.00";"0";"0";"0";"0";"0";"0";"0";"0";
"571";"ČIPS ĆTAPIĆI 0,080";"Ђ";"1";"1";"145.00";"0";"0";"0";"0";"0";"0";"0";"0";
"572";"MOJA PILECA I SPECIJAL";"Ђ";"1";"1";"130.00";"0";"0";"0";"0";"0";"0";"0";"0";
"573";"GUDI KOBASICA 300";"Ђ";"1";"1";"200.00";"0";"0";"0";"0";"0";"0";"0";"0";
"574";"PILECE GRUDI NEOPLANTA";"Ђ";"1";"1";"360.00";"0";"0";"0";"0";"0";"0";"0";"0";
"575";"STISNJENA SUNKA NEOPLANTA";"Ђ";"1";"1";"400.00";"0";"0";"0";"0";"0";"0";"0";"0";
"576";"SLADOLED VARIADJATO";"Ђ";"1";"1";"429.00";"0";"0";"0";"0";"0";"0";"0";"0";
"577";"SLADOLED POLAR";"Ђ";"1";"1";"520.00";"0";"0";"0";"0";"0";"0";"0";"0";
"578";"KUL SLADOLEDI";"Ђ";"1";"1";"50.00";"0";"0";"0";"0";"0";"0";"0";"0";
"579";"MILK TETH";"Ђ";"1";"1";"60.00";"0";"0";"0";"0";"0";"0";"0";"0";
"580";"ČUNGA LUNGA";"Ђ";"1";"1";"70.00";"0";"0";"0";"0";"0";"0";"0";"0";
"581";"ČOKO PELISTER";"Ђ";"1";"1";"80.00";"0";"0";"0";"0";"0";"0";"0";"0";
"582";"STRAĆATELA";"Ђ";"1";"1";"80.00";"0";"0";"0";"0";"0";"0";"0";"0";
"583";"ČOKO STAR";"Ђ";"1";"1";"80.00";"0";"0";"0";"0";"0";"0";"0";"0";
"584";"METROPOLI RIO";"Ђ";"1";"1";"130.00";"0";"0";"0";"0";"0";"0";"0";"0";
"585";"METROPOLI BERLIN";"Ђ";"1";"1";"130.00";"0";"0";"0";"0";"0";"0";"0";"0";
"586";"METROPOLI LONDON";"Ђ";"1";"1";"130.00";"0";"0";"0";"0";"0";"0";"0";"0";
"587";"SNIKERS SLADOLED";"Ђ";"1";"1";"150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"588";"IMPERIJAL ČOKO";"Ђ";"1";"1";"130.00";"0";"0";"0";"0";"0";"0";"0";"0";
"589";"METROPOLI TRIPL VANILA";"Ђ";"1";"1";"200.00";"0";"0";"0";"0";"0";"0";"0";"0";
"590";"METROPOLI TRIPL GOLD";"Ђ";"1";"1";"200.00";"0";"0";"0";"0";"0";"0";"0";"0";
"591";"TORNADO VANILA";"Ђ";"1";"1";"230.00";"0";"0";"0";"0";"0";"0";"0";"0";
"592";"TORNADO ČOKO";"Ђ";"1";"1";"230.00";"0";"0";"0";"0";"0";"0";"0";"0";
"593";"VINO OPSESIJA 1L";"Ђ";"1";"1";"250.00";"0";"0";"0";"0";"0";"0";"0";"0";
"594";"METROPOLI GOLD PARIS";"Ђ";"1";"1";"190.00";"0";"0";"0";"0";"0";"0";"0";"0";
"595";"METROPOLI GOLD MONAKO";"Ђ";"1";"1";"190.00";"0";"0";"0";"0";"0";"0";"0";"0";
"596";"METROP GOLD MADAGASKAR";"Ђ";"1";"1";"190.00";"0";"0";"0";"0";"0";"0";"0";"0";
"597";"METROP GOLD L,ANDJELES";"Ђ";"1";"1";"190.00";"0";"0";"0";"0";"0";"0";"0";"0";
"598";"IMPERIJAL VANILA";"Ђ";"1";"1";"130.00";"0";"0";"0";"0";"0";"0";"0";"0";
"599";"NOVOSADSKA TRLIĆ";"Ђ";"1";"1";"800.00";"0";"0";"0";"0";"0";"0";"0";"0";
"600";"MAGNEZIJUM Š TABLETE";"Ђ";"1";"1";"180.00";"0";"0";"0";"0";"0";"0";"0";"0";
"601";"MARMELADA KAJSIJA 600";"Ђ";"1";"1";"200.00";"0";"0";"0";"0";"0";"0";"0";"0";
"602";"KREM NUTINO 500";"Ђ";"1";"1";"330.00";"0";"0";"0";"0";"0";"0";"0";"0";
"603";"MARLBORO RED";"Ђ";"1";"1";"460.00";"0";"0";"0";"0";"0";"0";"0";"0";
"604";"PARLAMENT";"Ђ";"1";"1";"340.00";"0";"0";"0";"0";"0";"0";"0";"0";
"605";"ROTMANS 23";"Ђ";"1";"1";"390.00";"0";"0";"0";"0";"0";"0";"0";"0";
"606";"KIKIRIKI PRZENI 250";"Ђ";"1";"1";"125.00";"0";"0";"0";"0";"0";"0";"0";"0";
"607";"ZAJEČARSKO 0,5 LIM";"Ђ";"1";"1";"100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"608";"GRIC COKO JEZICI";"Ђ";"1";"1";"140.00";"0";"0";"0";"0";"0";"0";"0";"0";
"609";"EUROKREM ČINIJA 0,800";"Ђ";"1";"1";"675.00";"0";"0";"0";"0";"0";"0";"0";"0";
"610";"PAPRIKA TUCANA 0,100 CEKIĆ";"Ђ";"1";"1";"180.00";"0";"0";"0";"0";"0";"0";"0";"0";
"611";"SVINJSKA PEČENICA";"Ђ";"1";"1";"1200.00";"0";"0";"0";"0";"0";"0";"0";"0";
"612";"MORTADELA ĐOKIĆ";"Ђ";"1";"1";"600.00";"0";"0";"0";"0";"0";"0";"0";"0";
"613";"KOBASICA SA 3 VRSTE SIRA";"Ђ";"1";"1";"1000.00";"0";"0";"0";"0";"0";"0";"0";"0";
"614";"TANJIRI PLITKI";"Ђ";"1";"1";"150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"615";"NATURELLA GOOD NIGHT";"Ђ";"1";"1";"300.00";"0";"0";"0";"0";"0";"0";"0";"0";
"616";"KEČAP 0,280";"Ђ";"1";"1";"120.00";"0";"0";"0";"0";"0";"0";"0";"0";
"617";"FANTA ŠOKATA 1,5L";"Ђ";"1";"1";"150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"618";"FANTA ŠOKATA 0,5L";"Ђ";"1";"1";"95.00";"0";"0";"0";"0";"0";"0";"0";"0";
"619";"VOCNA DOLINA 1.5L";"Ђ";"1";"1";"170.00";"0";"0";"0";"0";"0";"0";"0";"0";
"620";"ZAJECARSKO LIMENKA 330";"Ђ";"1";"1";"75.00";"0";"0";"0";"0";"0";"0";"0";"0";
"621";"POVER GUM ZVAKA";"Ђ";"1";"1";"4.00";"0";"0";"0";"0";"0";"0";"0";"0";
"622";"ČOKOLADNO MLEKO 0,5 DUKAT";"Е";"1";"1";"125.00";"0";"0";"0";"0";"0";"0";"0";"0";
"623";"CIPS CILI 60";"Ђ";"1";"1";"100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"624";"WELNES0.023";"Ђ";"1";"1";"50.00";"0";"0";"0";"0";"0";"0";"0";"0";
"625";"BRUSKETI MORETI";"Ђ";"1";"1";"85.00";"0";"0";"0";"0";"0";"0";"0";"0";
"626";"RUM KASATO";"Ђ";"1";"1";"80.00";"0";"0";"0";"0";"0";"0";"0";"0";
"627";"MVP KEKS 150";"Ђ";"1";"1";"100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"628";"SLANINA VAKUM GURME";"Ђ";"1";"1";"1200.00";"0";"0";"0";"0";"0";"0";"0";"0";
"629";"MESNI NAREZAK 150 CARNEX";"Ђ";"1";"1";"170.00";"0";"0";"0";"0";"0";"0";"0";"0";
"630";"CARNEX PASULJ 400";"Ђ";"1";"1";"300.00";"0";"0";"0";"0";"0";"0";"0";"0";
"631";"BUCKO POSNI KEKS";"Ђ";"1";"1";"270.00";"0";"0";"0";"0";"0";"0";"0";"0";
"632";"DOMACICA MLECNI KEKS";"Ђ";"1";"1";"135.00";"0";"0";"0";"0";"0";"0";"0";"0";
"633";"NAPOLITANKA LINEA 90";"Ђ";"1";"1";"45.00";"0";"0";"0";"0";"0";"0";"0";"0";
"634";"BONI TOP TUBA";"Ђ";"1";"1";"40.00";"0";"0";"0";"0";"0";"0";"0";"0";
"635";"KREM EMI 400";"Ђ";"1";"1";"150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"636";"JELEN 0,500 PB";"Ђ";"1";"1";"80.00";"0";"0";"0";"0";"0";"0";"0";"0";
"637";"KRUŠKE SVEZE";"Е";"1";"1";"180.00";"0";"0";"0";"0";"0";"0";"0";"0";
"638";"RIO JAFA 0,105";"Ђ";"1";"1";"80.00";"0";"0";"0";"0";"0";"0";"0";"0";
"639";"MESNI NAREZAK FARMER";"Ђ";"1";"1";"80.00";"0";"0";"0";"0";"0";"0";"0";"0";
"640";"UBRUS MEDA";"Ђ";"1";"1";"165.00";"0";"0";"0";"0";"0";"0";"0";"0";
"641";"KRANJSKA MAK";"Ђ";"1";"1";"625.00";"0";"0";"0";"0";"0";"0";"0";"0";
"642";"BUTKICA U OMOTU MAK";"Ђ";"1";"1";"625.00";"0";"0";"0";"0";"0";"0";"0";"0";
"643";"TAK KREKER";"Ђ";"1";"1";"70.00";"0";"0";"0";"0";"0";"0";"0";"0";
"644";"VITEZ SUNCOKRET";"Ђ";"1";"1";"40.00";"0";"0";"0";"0";"0";"0";"0";"0";
"645";"AMORETI ŠTRUDLA RINFUZ";"Ђ";"1";"1";"450.00";"0";"0";"0";"0";"0";"0";"0";"0";
"646";"IVA VODA 0,5";"Ђ";"1";"1";"35.00";"0";"0";"0";"0";"0";"0";"0";"0";
"647";"ALTINA UBRUS";"Ђ";"1";"1";"130.00";"0";"0";"0";"0";"0";"0";"0";"0";
"648";"PALMOLIVE SAPUN";"Ђ";"1";"1";"90.00";"0";"0";"0";"0";"0";"0";"0";"0";
"649";"DJUBROVNIK SA DRSKOM";"Ђ";"1";"1";"220.00";"0";"0";"0";"0";"0";"0";"0";"0";
"650";"ZVAKE FREŠ";"Ђ";"1";"1";"6.00";"0";"0";"0";"0";"0";"0";"0";"0";
"651";"WOW ZVAKE";"Ђ";"1";"1";"2.00";"0";"0";"0";"0";"0";"0";"0";"0";
"652";"ČAŠA PLASTIČNA";"Ђ";"1";"1";"2.00";"0";"0";"0";"0";"0";"0";"0";"0";
"653";"PECALJKA ZA MUVE";"Ђ";"1";"1";"30.00";"0";"0";"0";"0";"0";"0";"0";"0";
"654";"TRAKE ZA MUVE";"Ђ";"1";"1";"25.00";"0";"0";"0";"0";"0";"0";"0";"0";
"655";"BRAŠNO TIP 500 1/1";"Е";"1";"1";"85.00";"0";"0";"0";"0";"0";"0";"0";"0";
"656";"MLEKO FARMER 1L";"Е";"1";"1";"135.00";"0";"0";"0";"0";"0";"0";"0";"0";
"657";"SENDVIC SLADOLED";"Ђ";"1";"1";"120.00";"0";"0";"0";"0";"0";"0";"0";"0";
"658";"IZZI SLADOLED";"Ђ";"1";"1";"70.00";"0";"0";"0";"0";"0";"0";"0";"0";
"659";"GEL ZA KOSU";"Ђ";"1";"1";"200.00";"0";"0";"0";"0";"0";"0";"0";"0";
"660";"AJVAR BLAGI 0,680";"Ђ";"1";"1";"300.00";"0";"0";"0";"0";"0";"0";"0";"0";
"661";"AMORETI KRCKO 0,140";"Ђ";"1";"1";"100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"662";"BLOK NAPOLITANKA LIMUN 0,400";"Ђ";"1";"1";"190.00";"0";"0";"0";"0";"0";"0";"0";"0";
"663";"KASIKA PLASTICNA 20/1";"Ђ";"1";"1";"80.00";"0";"0";"0";"0";"0";"0";"0";"0";
"664";"VILJUSKA PLASTICNA 20/1";"Ђ";"1";"1";"80.00";"0";"0";"0";"0";"0";"0";"0";"0";
"665";"KREM BANANICE SL";"Ђ";"1";"1";"30.00";"0";"0";"0";"0";"0";"0";"0";"0";
"666";"KINDER COKOLADICA 50";"Ђ";"1";"1";"90.00";"0";"0";"0";"0";"0";"0";"0";"0";
"667";"PLAZMA STIKS 30G";"Ђ";"1";"1";"70.00";"0";"0";"0";"0";"0";"0";"0";"0";
"668";"KREM BANANA MARTON 0,275";"Ђ";"1";"1";"145.00";"0";"0";"0";"0";"0";"0";"0";"0";
"669";"AMORETI VANILICE RINFUZ";"Ђ";"1";"1";"450.00";"0";"0";"0";"0";"0";"0";"0";"0";
"670";"MAJONEZ DOJPAK 0,280 POLI";"Ђ";"1";"1";"190.00";"0";"0";"0";"0";"0";"0";"0";"0";
"671";"MAJONEZ LIGHT 90";"Ђ";"1";"1";"45.00";"0";"0";"0";"0";"0";"0";"0";"0";
"672";"ICE KREM SLADOLED";"Ђ";"1";"1";"100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"673";"TORTILJA 0,300 G.BEL";"Ђ";"1";"1";"190.00";"0";"0";"0";"0";"0";"0";"0";"0";
"674";"KNJAZ MILOŠ LIMUN 1,25";"Ђ";"1";"1";"85.00";"0";"0";"0";"0";"0";"0";"0";"0";
"675";"SMRZNUTI MIKS 0,500";"Е";"1";"1";"170.00";"0";"0";"0";"0";"0";"0";"0";"0";
"676";"SMRZNUTA BORANIJA 0,500";"Е";"1";"1";"170.00";"0";"0";"0";"0";"0";"0";"0";"0";
"677";"SMRZNUTI GRAŠAK 0,500";"Е";"1";"1";"170.00";"0";"0";"0";"0";"0";"0";"0";"0";
"678";"DUVAN ZA CIGARETE 0,030";"Ђ";"1";"1";"430.00";"0";"0";"0";"0";"0";"0";"0";"0";
"679";"DUVAN ZA CIGARETE 0,025";"Ђ";"1";"1";"400.00";"0";"0";"0";"0";"0";"0";"0";"0";
"680";"FILTERI LUX";"Ђ";"1";"1";"100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"681";"SOBRANIE";"Ђ";"1";"1";"470.00";"0";"0";"0";"0";"0";"0";"0";"0";
"682";"DUKAT MLEKO 1/1";"Е";"1";"1";"135.00";"0";"0";"0";"0";"0";"0";"0";"0";
"683";"TARKA MLEKO 1/1";"Е";"1";"1";"135.00";"0";"0";"0";"0";"0";"0";"0";"0";
"684";"DOJPAK FOKI 0,200";"Ђ";"1";"1";"25.00";"0";"0";"0";"0";"0";"0";"0";"0";
"685";"TUANA BRIK 0,200";"Ђ";"1";"1";"40.00";"0";"0";"0";"0";"0";"0";"0";"0";
"686";"PENA ZA BRIJANJE NIVEA";"Ђ";"1";"1";"365.00";"0";"0";"0";"0";"0";"0";"0";"0";
"687";"KIKIRIKI 1/1 PRZENI";"Ђ";"1";"1";"500.00";"0";"0";"0";"0";"0";"0";"0";"0";
"688";"PAPRIKA U PAVLACI 700";"Ђ";"1";"1";"525.00";"0";"0";"0";"0";"0";"0";"0";"0";
"689";"TRIK STAPICI 0.100";"Ђ";"1";"1";"95.00";"0";"0";"0";"0";"0";"0";"0";"0";
"690";"STISNJENA SUNKA GURME";"Ђ";"1";"1";"750.00";"0";"0";"0";"0";"0";"0";"0";"0";
"691";"POSEBNA GURME";"Ђ";"1";"1";"100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"692";"PILECA GURME";"Ђ";"1";"1";"100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"693";"CVEKLA 0.670";"Ђ";"1";"1";"190.00";"0";"0";"0";"0";"0";"0";"0";"0";
"694";"TOMATINO KUVANI PARADAJZ";"Ђ";"1";"1";"100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"695";"KAMELIA MEDIUM TOALET";"Ђ";"1";"1";"220.00";"0";"0";"0";"0";"0";"0";"0";"0";
"696";"SOJA KOMADI";"Ђ";"1";"1";"600.00";"0";"0";"0";"0";"0";"0";"0";"0";
"697";"AJVAR 360 DOBRO";"Ђ";"1";"1";"180.00";"0";"0";"0";"0";"0";"0";"0";"0";
