"PLU";"Name";"VAT";"Stock group";"PriceType";"Price";"Single Sale";"Turnover";"Sold Qty";"Stock Qty";"Barcode1";"Barcode2";"Barcode3";"Barcode4";
"228";"SUVI VRAT RFZ";"Ђ";"1";"1";"1100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"229";"SLANINSKA KOBASICA RFZ";"Ђ";"1";"1";"350.00";"0";"0";"0";"0";"0";"0";"0";"0";
"230";"DOMACA TANKA RFZ MARINKOVIC";"Ђ";"1";"1";"750.00";"0";"0";"0";"0";"0";"0";"0";"0";
"231";"VESALICE SORTA RFZ";"Ђ";"1";"1";"1200.00";"0";"0";"0";"0";"0";"0";"0";"0";
"232";"BUTKICE RFZ";"Ђ";"1";"1";"600.00";"0";"0";"0";"0";"0";"0";"0";"0";
"233";"KOLENICE RFZ";"Ђ";"1";"1";"550.00";"0";"0";"0";"0";"0";"0";"0";"0";
"234";"NOGICE RFZ";"Ђ";"1";"1";"250.00";"0";"0";"0";"0";"0";"0";"0";"0";
"235";"DIMLJENE KOSTI RFZ";"Ђ";"1";"1";"350.00";"0";"0";"0";"0";"0";"0";"0";"0";
"236";"KREMENADLA";"Ђ";"1";"1";"700.00";"0";"0";"0";"0";"0";"0";"0";"0";
"237";"SVINJSKO BK";"Ђ";"1";"1";"950.00";"0";"0";"0";"0";"0";"0";"0";"0";
"238";"MESANO MLEVENO";"Ђ";"1";"1";"1000.00";"0";"0";"0";"0";"0";"0";"0";"0";
"239";"PILETINA";"Е";"1";"1";"300.00";"0";"0";"0";"0";"0";"0";"0";"0";
"240";"BATAK IKARABATAK";"Е";"1";"1";"350.00";"0";"0";"0";"0";"0";"0";"0";"0";
"241";"PILECE GRUDI";"Е";"1";"1";"850.00";"0";"0";"0";"0";"0";"0";"0";"0";
"242";"ROSTILJ MESO 1 KG";"Ђ";"1";"1";"600.00";"0";"0";"0";"0";"0";"0";"0";"0";
"243";"SVINJSKA MAST 1 KG";"Ђ";"1";"1";"420.00";"0";"0";"0";"0";"0";"0";"0";"0";
"244";"KORE ZA PITU 500";"Ђ";"1";"1";"125.00";"0";"0";"0";"0";"0";"0";"0";"0";
"245";"SOCIVO 500";"Е";"1";"1";"200.00";"0";"0";"0";"0";"0";"0";"0";"0";
"246";"BENI SOK 2/1";"Ђ";"1";"1";"90.00";"0";"0";"0";"0";"0";"0";"0";"0";
"247";"BENI SOK 0,5";"Ђ";"1";"1";"60.00";"0";"0";"0";"0";"0";"0";"0";"0";
"248";"GORKA TAJNA 1/1";"Ђ";"1";"1";"1000.00";"0";"0";"0";"0";"0";"0";"0";"0";
"249";"KONJAK ROK 98";"Ђ";"1";"1";"725.00";"0";"0";"0";"0";"0";"0";"0";"0";
"250";"TORTE SORTA CERMAT";"Ђ";"1";"1";"1800.00";"0";"0";"0";"0";"0";"0";"0";"0";
"251";"TORTA NUGAT CERMAT";"Ђ";"1";"1";"2200.00";"0";"0";"0";"0";"0";"0";"0";"0";
"252";"BEVITA RFZ";"Ђ";"1";"1";"375.00";"0";"0";"0";"0";"0";"0";"0";"0";
"253";"BEVITA 630";"Ђ";"1";"1";"240.00";"0";"0";"0";"0";"0";"0";"0";"0";
"254";"BEVITA MLEVENA 270";"Ђ";"1";"1";"170.00";"0";"0";"0";"0";"0";"0";"0";"0";
"255";"ZLATNI PEK 680";"Ђ";"1";"1";"250.00";"0";"0";"0";"0";"0";"0";"0";"0";
"256";"ZLATNI PEK 100";"Ђ";"1";"1";"50.00";"0";"0";"0";"0";"0";"0";"0";"0";
"257";"NOBLICE THINS";"Ђ";"1";"1";"135.00";"0";"0";"0";"0";"0";"0";"0";"0";
"258";"NOBLICE KESA";"Ђ";"1";"1";"200.00";"0";"0";"0";"0";"0";"0";"0";"0";
"259";"NAPOLITANKA STARK 150";"Ђ";"1";"1";"150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"260";"NELA NAPOLITANKA STARK 265";"Ђ";"1";"1";"250.00";"0";"0";"0";"0";"0";"0";"0";"0";
"261";"COKO KEKSICI";"Ђ";"1";"1";"145.00";"0";"0";"0";"0";"0";"0";"0";"0";
"262";"LINEA NAPOLITANKA 400";"Ђ";"1";"1";"190.00";"0";"0";"0";"0";"0";"0";"0";"0";
"263";"MEDELA NAPOLITANKA 400";"Ђ";"1";"1";"190.00";"0";"0";"0";"0";"0";"0";"0";"0";
"264";"LINEA STANGLICE 200";"Ђ";"1";"1";"100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"265";"PLAZMA KEKS 150";"Ђ";"1";"1";"195.00";"0";"0";"0";"0";"0";"0";"0";"0";
"266";"PLAZMA MLEVENA 300";"Ђ";"1";"1";"300.00";"0";"0";"0";"0";"0";"0";"0";"0";
"267";"COKO PLAZMA 135";"Ђ";"1";"1";"190.00";"0";"0";"0";"0";"0";"0";"0";"0";
"268";"JAFA KUTIJA";"Ђ";"1";"1";"130.00";"0";"0";"0";"0";"0";"0";"0";"0";
"269";"JAFA 150 ORIGINAL";"Ђ";"1";"1";"150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"270";"JAFA NAPOLITANKA SLAG I COKOLADA 175";"Ђ";"1";"1";"120.00";"0";"0";"0";"0";"0";"0";"0";"0";
"271";"ORANZ BISKVIT 500";"Ђ";"1";"1";"325.00";"0";"0";"0";"0";"0";"0";"0";"0";
"272";"ISLERI SA EUROKREMOM";"Ђ";"1";"1";"135.00";"0";"0";"0";"0";"0";"0";"0";"0";
"273";"EUROVAFEL MILK 180";"Ђ";"1";"1";"130.00";"0";"0";"0";"0";"0";"0";"0";"0";
"274";"BAMBI NAPOLITANKA 170";"Ђ";"1";"1";"120.00";"0";"0";"0";"0";"0";"0";"0";"0";
"275";"PRALINE 180";"Ђ";"1";"1";"100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"276";"PRRALINE DOLCE VITA";"Ђ";"1";"1";"250.00";"0";"0";"0";"0";"0";"0";"0";"0";
"277";"MEDENO SRCE 150";"Ђ";"1";"1";"130.00";"0";"0";"0";"0";"0";"0";"0";"0";
"278";"MEDENJAK SL 200";"Ђ";"1";"1";"130.00";"0";"0";"0";"0";"0";"0";"0";"0";
"279";"COKO FINGERS 400";"Ђ";"1";"1";"480.00";"0";"0";"0";"0";"0";"0";"0";"0";
"280";"BATON STAPICI";"Ђ";"1";"1";"145.00";"0";"0";"0";"0";"0";"0";"0";"0";
"281";"MINJON KOCKA GOGA";"Ђ";"1";"1";"125.00";"0";"0";"0";"0";"0";"0";"0";"0";
"282";"IZZI KOLACI SORTA";"Ђ";"1";"1";"130.00";"0";"0";"0";"0";"0";"0";"0";"0";
"283";"VANILICE 350 AMORETI";"Ђ";"1";"1";"200.00";"0";"0";"0";"0";"0";"0";"0";"0";
"284";"COKO SAPICE";"Ђ";"1";"1";"120.00";"0";"0";"0";"0";"0";"0";"0";"0";
"285";"BROWN HEART 0,300";"Ђ";"1";"1";"175.00";"0";"0";"0";"0";"0";"0";"0";"0";
"286";"PRINCEZA 0,300";"Ђ";"1";"1";"260.00";"0";"0";"0";"0";"0";"0";"0";"0";
"287";"COKO STRUDLICE 0,220";"Ђ";"1";"1";"140.00";"0";"0";"0";"0";"0";"0";"0";"0";
"288";"GOLDI MIKS KARAMELA 275";"Ђ";"1";"1";"150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"289";"SONJA PECIVO 150";"Ђ";"1";"1";"110.00";"0";"0";"0";"0";"0";"0";"0";"0";
"290";"PRINCEZA MIX 225";"Ђ";"1";"1";"190.00";"0";"0";"0";"0";"0";"0";"0";"0";
"291";"PRINCEZA 150";"Ђ";"1";"1";"125.00";"0";"0";"0";"0";"0";"0";"0";"0";
"292";"STRUDLA MEDELA 240";"Ђ";"1";"1";"145.00";"0";"0";"0";"0";"0";"0";"0";"0";
"293";"CAKE BAR TORTICE 8 KOM";"Ђ";"1";"1";"125.00";"0";"0";"0";"0";"0";"0";"0";"0";
"294";"DOLCE VITA ROLADA 300";"Ђ";"1";"1";"150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"295";"DOLCE VITA TORTICE";"Ђ";"1";"1";"250.00";"0";"0";"0";"0";"0";"0";"0";"0";
"296";"NAPOLITANKA KIK MLECNA";"Ђ";"1";"1";"95.00";"0";"0";"0";"0";"0";"0";"0";"0";
"297";"KLASIK MESAVINA";"Ђ";"1";"1";"150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"298";"MEDELA MESAVINA";"Ђ";"1";"1";"170.00";"0";"0";"0";"0";"0";"0";"0";"0";
"299";"TURSKI KEKS 300";"Ђ";"1";"1";"180.00";"0";"0";"0";"0";"0";"0";"0";"0";
"300";"COKO BISKVIT";"Ђ";"1";"1";"140.00";"0";"0";"0";"0";"0";"0";"0";"0";
"301";"NAPOLA TANKE";"Ђ";"1";"1";"130.00";"0";"0";"0";"0";"0";"0";"0";"0";
"302";"JAFFA BROVNIE 75";"Ђ";"1";"1";"90.00";"0";"0";"0";"0";"0";"0";"0";"0";
"303";"TOTO BISKVIT COKO";"Ђ";"1";"1";"170.00";"0";"0";"0";"0";"0";"0";"0";"0";
"304";"ROSEN BOMBONJERA 145";"Ђ";"1";"1";"280.00";"0";"0";"0";"0";"0";"0";"0";"0";
"305";"STRONG NAPOLITANKE LESNIK";"Ђ";"1";"1";"170.00";"0";"0";"0";"0";"0";"0";"0";"0";
"306";"STRONG NAPOLITANKE MLEKO";"Ђ";"1";"1";"170.00";"0";"0";"0";"0";"0";"0";"0";"0";
"307";"POP KEJK KLASIK";"Ђ";"1";"1";"45.00";"0";"0";"0";"0";"0";"0";"0";"0";
"308";"O LA LA TORTICE 25 GR";"Ђ";"1";"1";"40.00";"0";"0";"0";"0";"0";"0";"0";"0";
"309";"VITANOVA 30 GR";"Ђ";"1";"1";"40.00";"0";"0";"0";"0";"0";"0";"0";"0";
"310";"BONZITA 30 GR";"Ђ";"1";"1";"50.00";"0";"0";"0";"0";"0";"0";"0";"0";
"311";"KIDY MLECNI 30 GR";"Ђ";"1";"1";"45.00";"0";"0";"0";"0";"0";"0";"0";"0";
"312";"ROSEN COKOLADA KARAMELA";"Ђ";"1";"1";"55.00";"0";"0";"0";"0";"0";"0";"0";"0";
"313";"ROSEN BOMBONJERA";"Ђ";"1";"1";"650.00";"0";"0";"0";"0";"0";"0";"0";"0";
"314";"CICA MACA 30 GR";"Ђ";"1";"1";"40.00";"0";"0";"0";"0";"0";"0";"0";"0";
"315";"JUHU COKOLADICA MLEKO 30";"Ђ";"1";"1";"50.00";"0";"0";"0";"0";"0";"0";"0";"0";
"316";"MILKA 300";"Ђ";"1";"1";"400.00";"0";"0";"0";"0";"0";"0";"0";"0";
"317";"MILKA LESNIK 90";"Ђ";"1";"1";"180.00";"0";"0";"0";"0";"0";"0";"0";"0";
"318";"MILKA NOISET I MLEKO 80";"Ђ";"1";"1";"165.00";"0";"0";"0";"0";"0";"0";"0";"0";
"319";"NAJLEPSE ZELJE 80 STARK";"Ђ";"1";"1";"200.00";"0";"0";"0";"0";"0";"0";"0";"0";
"320";"GALEB MLECNA 80 PIONIR";"Ђ";"1";"1";"150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"321";"BANAT COKOLADA 200";"Ђ";"1";"1";"240.00";"0";"0";"0";"0";"0";"0";"0";"0";
"322";"BANAT COKOLADA 80";"Ђ";"1";"1";"180.00";"0";"0";"0";"0";"0";"0";"0";"0";
"323";"NELINA COKOLADA 250";"Ђ";"1";"1";"320.00";"0";"0";"0";"0";"0";"0";"0";"0";
"324";"NELINA COKOLADA 80";"Ђ";"1";"1";"100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"325";"EUROKREM BLOK 90";"Ђ";"1";"1";"75.00";"0";"0";"0";"0";"0";"0";"0";"0";
"326";"ZELE ZEKA";"Ђ";"1";"1";"20.00";"0";"0";"0";"0";"0";"0";"0";"0";
"327";"MONI RICE 150";"Ђ";"1";"1";"170.00";"0";"0";"0";"0";"0";"0";"0";"0";
"328";"KINDER COKOLADA 100";"Ђ";"1";"1";"190.00";"0";"0";"0";"0";"0";"0";"0";"0";
"329";"MENAZ CRNA COKOLADA 100";"Ђ";"1";"1";"235.00";"0";"0";"0";"0";"0";"0";"0";"0";
"330";"COKOLADA ZA KUVANJE GOGA";"Ђ";"1";"1";"60.00";"0";"0";"0";"0";"0";"0";"0";"0";
"331";"PUDING SORTA";"Ђ";"1";"1";"30.00";"0";"0";"0";"0";"0";"0";"0";"0";
"332";"SLAG KREM 100";"Ђ";"1";"1";"100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"333";"CAJ HIBISKUS";"Ђ";"1";"1";"65.00";"0";"0";"0";"0";"0";"0";"0";"0";
"334";"CAJ VOCNI";"Ђ";"1";"1";"60.00";"0";"0";"0";"0";"0";"0";"0";"0";
"335";"CAJ NANA";"Ђ";"1";"1";"55.00";"0";"0";"0";"0";"0";"0";"0";"0";
"336";"CAJ KAMILICA";"Ђ";"1";"1";"55.00";"0";"0";"0";"0";"0";"0";"0";"0";
"337";"RATLUK 400 ORAH";"Ђ";"1";"1";"150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"338";"RATLUK 200 ORAH";"Ђ";"1";"1";"85.00";"0";"0";"0";"0";"0";"0";"0";"0";
"339";"RATLUK 100 RUZA";"Ђ";"1";"1";"50.00";"0";"0";"0";"0";"0";"0";"0";"0";
"340";"ZELE BOMBONE 200";"Ђ";"1";"1";"100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"341";"KREM AMORETI DUO 1KG";"Ђ";"1";"1";"600.00";"0";"0";"0";"0";"0";"0";"0";"0";
"342";"KREM EMI 700";"Ђ";"1";"1";"240.00";"0";"0";"0";"0";"0";"0";"0";"0";
"343";"NO PROBLEM 0,040";"Ђ";"1";"1";"65.00";"0";"0";"0";"0";"0";"0";"0";"0";
"344";"BOMBONE MENTOL 200";"Ђ";"1";"1";"120.00";"0";"0";"0";"0";"0";"0";"0";"0";
"345";"BOMBONE BIM BOM 200";"Ђ";"1";"1";"120.00";"0";"0";"0";"0";"0";"0";"0";"0";
"346";"GUMENE BOMBONE 100";"Ђ";"1";"1";"85.00";"0";"0";"0";"0";"0";"0";"0";"0";
"347";"NEGRO BOMBONE PIONIR 80";"Ђ";"1";"1";"100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"348";"LESNIK BOMBONE PIONIR 80";"Ђ";"1";"1";"110.00";"0";"0";"0";"0";"0";"0";"0";"0";
"349";"MILKI DRIM BOMBONE 80";"Ђ";"1";"1";"75.00";"0";"0";"0";"0";"0";"0";"0";"0";
"350";"BELA MENTA 100 EVROPA";"Ђ";"1";"1";"60.00";"0";"0";"0";"0";"0";"0";"0";"0";
"351";"BG BOMBONE MIX 80";"Ђ";"1";"1";"40.00";"0";"0";"0";"0";"0";"0";"0";"0";
"352";"KIKIRIKI RINFUZ";"Ђ";"1";"1";"500.00";"0";"0";"0";"0";"0";"0";"0";"0";
"353";"COKOLADA MENAZ 100";"Ђ";"1";"1";"235.00";"0";"0";"0";"0";"0";"0";"0";"0";
"354";"KIKIRIKI PRZENI 250";"Ђ";"1";"1";"165.00";"0";"0";"0";"0";"0";"0";"0";"0";
"355";"KIKIRIKI 100";"Ђ";"1";"1";"55.00";"0";"0";"0";"0";"0";"0";"0";"0";
"356";"JELOPI ZELE BOMBONE";"Ђ";"1";"1";"25.00";"0";"0";"0";"0";"0";"0";"0";"0";
"357";"MANCMALOW 105";"Ђ";"1";"1";"100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"358";"BEJK ROLS";"Ђ";"1";"1";"100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"359";"OKI BOKI SMOKI IGRACKA";"Ђ";"1";"1";"150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"360";"ORBIT SORTA";"Ђ";"1";"1";"70.00";"0";"0";"0";"0";"0";"0";"0";"0";
"361";"STOBI FLIPS 150";"Ђ";"1";"1";"120.00";"0";"0";"0";"0";"0";"0";"0";"0";
"362";"STOBI FLIPS 50";"Ђ";"1";"1";"45.00";"0";"0";"0";"0";"0";"0";"0";"0";
"363";"FLIPS STARK 250";"Ђ";"1";"1";"200.00";"0";"0";"0";"0";"0";"0";"0";"0";
"364";"FLIPS STARK 50";"Ђ";"1";"1";"50.00";"0";"0";"0";"0";"0";"0";"0";"0";
"365";"COKO SMOKI STARK";"Ђ";"1";"1";"95.00";"0";"0";"0";"0";"0";"0";"0";"0";
"366";"PUNJENI STAPICI 100";"Ђ";"1";"1";"75.00";"0";"0";"0";"0";"0";"0";"0";"0";
"367";"PUNJENI STAPICI 40";"Ђ";"1";"1";"35.00";"0";"0";"0";"0";"0";"0";"0";"0";
"368";"SLANI STAPICI 40";"Ђ";"1";"1";"25.00";"0";"0";"0";"0";"0";"0";"0";"0";
"369";"SUSAM STAPICI 50";"Ђ";"1";"1";"40.00";"0";"0";"0";"0";"0";"0";"0";"0";
"370";"CIPS KLASIK XXL";"Ђ";"1";"1";"250.00";"0";"0";"0";"0";"0";"0";"0";"0";
"371";"CIPS KLASIK XL";"Ђ";"1";"1";"125.00";"0";"0";"0";"0";"0";"0";"0";"0";
"372";"CIPS KLASIK 60";"Ђ";"1";"1";"100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"373";"CIPS TZATZIKI 60";"Ђ";"1";"1";"100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"374";"CIPS KECAP 60";"Ђ";"1";"1";"100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"375";"KLIPSI MIX 50";"Ђ";"1";"1";"85.00";"0";"0";"0";"0";"0";"0";"0";"0";
"376";"TRIK PERECA 90";"Ђ";"1";"1";"50.00";"0";"0";"0";"0";"0";"0";"0";"0";
"377";"TRIK RIBICE 90";"Ђ";"1";"1";"50.00";"0";"0";"0";"0";"0";"0";"0";"0";
"378";"TRIK MIX 300";"Ђ";"1";"1";"150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"379";"HELLO STAPICI 220 SL";"Ђ";"1";"1";"85.00";"0";"0";"0";"0";"0";"0";"0";"0";
"380";"KROASAN DOLCE VITA";"Ђ";"1";"1";"40.00";"0";"0";"0";"0";"0";"0";"0";"0";
"381";"KROASAN 7 DAYS";"Ђ";"1";"1";"75.00";"0";"0";"0";"0";"0";"0";"0";"0";
"382";"KROASAN MINI 7 DAYS";"Ђ";"1";"1";"100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"383";"MOJA KAFICA 3U1";"Ђ";"1";"1";"12.00";"0";"0";"0";"0";"0";"0";"0";"0";
"384";"MOJA KAFICA 2U1";"Ђ";"1";"1";"12.00";"0";"0";"0";"0";"0";"0";"0";"0";
"385";"NES KAFA 3U1";"Ђ";"1";"1";"25.00";"0";"0";"0";"0";"0";"0";"0";"0";
"386";"NES KAFA 2U1";"Ђ";"1";"1";"25.00";"0";"0";"0";"0";"0";"0";"0";"0";
"387";"GRAND KAFA 100";"Ђ";"1";"1";"230.00";"0";"0";"0";"0";"0";"0";"0";"0";
"388";"VITEZ KAFA 100П.J";"Ђ";"1";"1";"175.00";"0";"0";"0";"0";"0";"0";"0";"0";
"389";"MOJA KAFICA 100";"Ђ";"1";"1";"175.00";"0";"0";"0";"0";"0";"0";"0";"0";
"390";"ZLATNO ZVONO 100";"Ђ";"1";"1";"175.00";"0";"0";"0";"0";"0";"0";"0";"0";
"391";"BONITO KAFA 100";"Ђ";"1";"1";"200.00";"0";"0";"0";"0";"0";"0";"0";"0";
"392";"KOSTANA KAFA 100";"Ђ";"1";"1";"175.00";"0";"0";"0";"0";"0";"0";"0";"0";
"393";"ZLATNA C KAFA 100";"Ђ";"1";"1";"175.00";"0";"0";"0";"0";"0";"0";"0";"0";
"394";"C KAFA 100";"Ђ";"1";"1";"175.00";"0";"0";"0";"0";"0";"0";"0";"0";
"395";"DONKAFA MOMENT 100";"Ђ";"1";"1";"200.00";"0";"0";"0";"0";"0";"0";"0";"0";
"396";"DONKAFA MINAS 100";"Ђ";"1";"1";"190.00";"0";"0";"0";"0";"0";"0";"0";"0";
"397";"DONKAFA MOMENT 200";"Ђ";"1";"1";"450.00";"0";"0";"0";"0";"0";"0";"0";"0";
"398";"MOJA KAFICA 200";"Ђ";"1";"1";"350.00";"0";"0";"0";"0";"0";"0";"0";"0";
"399";"KAFA C LIMENKA";"Ђ";"1";"1";"390.00";"0";"0";"0";"0";"0";"0";"0";"0";
"400";"DONKAFA SA CASOM";"Ђ";"1";"1";"900.00";"0";"0";"0";"0";"0";"0";"0";"0";
"401";"BANANE";"Е";"1";"1";"190.00";"0";"0";"0";"0";"0";"0";"0";"0";
"402";"POMORANDZE";"Е";"1";"1";"100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"403";"MANDARINE";"Е";"1";"1";"190.00";"0";"0";"0";"0";"0";"0";"0";"0";
"404";"LIMUN";"Е";"1";"1";"150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"405";"KIVI KORPA";"Е";"1";"1";"180.00";"0";"0";"0";"0";"0";"0";"0";"0";
"406";"JABUKA";"Е";"1";"1";"100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"407";"NAR";"Е";"1";"1";"190.00";"0";"0";"0";"0";"0";"0";"0";"0";
"408";"LUBENICE";"Е";"1";"1";"50.00";"0";"0";"0";"0";"0";"0";"0";"0";
"409";"KUPUS";"Е";"1";"1";"120.00";"0";"0";"0";"0";"0";"0";"0";"0";
"410";"PARADAJZ";"Е";"1";"1";"200.00";"0";"0";"0";"0";"0";"0";"0";"0";
"411";"PAPRIKA";"Е";"1";"1";"180.00";"0";"0";"0";"0";"0";"0";"0";"0";
"412";"LJUTA PAPRIKA";"Е";"1";"1";"30.00";"0";"0";"0";"0";"0";"0";"0";"0";
"413";"CRNI LUK";"Е";"1";"1";"80.00";"0";"0";"0";"0";"0";"0";"0";"0";
"414";"BELI LUK";"Е";"1";"1";"140.00";"0";"0";"0";"0";"0";"0";"0";"0";
"415";"SARGAREPA";"Е";"1";"1";"85.00";"0";"0";"0";"0";"0";"0";"0";"0";
"416";"KROMPIR";"Е";"1";"1";"80.00";"0";"0";"0";"0";"0";"0";"0";"0";
"417";"KRASTAVAC";"Е";"1";"1";"120.00";"0";"0";"0";"0";"0";"0";"0";"0";
"418";"BRESKVA";"Е";"1";"1";"150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"419";"GROZDJE";"Е";"1";"1";"160.00";"0";"0";"0";"0";"0";"0";"0";"0";
"420";"SUVA SLJIVA RFZ";"Ђ";"1";"1";"500.00";"0";"0";"0";"0";"0";"0";"0";"0";
"421";"SUVA SMOKVA 200";"Ђ";"1";"1";"180.00";"0";"0";"0";"0";"0";"0";"0";"0";
"422";"URME 200";"Е";"1";"1";"85.00";"0";"0";"0";"0";"0";"0";"0";"0";
"423";"CUMUR ZA ROSTILJ";"Ђ";"1";"1";"360.00";"0";"0";"0";"0";"0";"0";"0";"0";
"424";"LAVOR VECI";"Ђ";"1";"1";"250.00";"0";"0";"0";"0";"0";"0";"0";"0";
"425";"VANGLA VECA";"Ђ";"1";"1";"290.00";"0";"0";"0";"0";"0";"0";"0";"0";
"426";"VANGLA MANJA";"Ђ";"1";"1";"190.00";"0";"0";"0";"0";"0";"0";"0";"0";
"427";"METLA PLASTICNA DRSKA";"Ђ";"1";"1";"425.00";"0";"0";"0";"0";"0";"0";"0";"0";
"428";"METLA DRVENA DRSKA";"Ђ";"1";"1";"600.00";"0";"0";"0";"0";"0";"0";"0";"0";
"429";"METLA OBICNA";"Ђ";"1";"1";"500.00";"0";"0";"0";"0";"0";"0";"0";"0";
"430";"DJUBROVNIK PLASTICNI";"Ђ";"1";"1";"75.00";"0";"0";"0";"0";"0";"0";"0";"0";
"431";"KOFA 10L";"Ђ";"1";"1";"390.00";"0";"0";"0";"0";"0";"0";"0";"0";
"432";"KOFA 7L";"Ђ";"1";"1";"160.00";"0";"0";"0";"0";"0";"0";"0";"0";
"433";"MERIX PRASAK 8 KG";"Ђ";"1";"1";"875.00";"0";"0";"0";"0";"0";"0";"0";"0";
"434";"DUEL PRASAK 11KG";"Ђ";"1";"1";"1690.00";"0";"0";"0";"0";"0";"0";"0";"0";
"435";"DUEL PRASAK 3KG";"Ђ";"1";"1";"525.00";"0";"0";"0";"0";"0";"0";"0";"0";
"436";"RUBEL PRASAK 12KG";"Ђ";"1";"1";"1150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"437";"RUBEL PRASAK 3 KG";"Ђ";"1";"1";"480.00";"0";"0";"0";"0";"0";"0";"0";"0";
"438";"PERSIL PRASAK 4KG";"Ђ";"1";"1";"650.00";"0";"0";"0";"0";"0";"0";"0";"0";
"439";"KOSMO PRASAK 8KG";"Ђ";"1";"1";"800.00";"0";"0";"0";"0";"0";"0";"0";"0";
"440";"ARIEL GEL KAPSULE";"Ђ";"1";"1";"40.00";"0";"0";"0";"0";"0";"0";"0";"0";
"441";"MERIX KUTIJA 400";"Ђ";"1";"1";"140.00";"0";"0";"0";"0";"0";"0";"0";"0";
"442";"LENOR OMEKSIVAC";"Ђ";"1";"1";"530.00";"0";"0";"0";"0";"0";"0";"0";"0";
"443";"DUEL OMEKSIVAC";"Ђ";"1";"1";"450.00";"0";"0";"0";"0";"0";"0";"0";"0";
"444";"LAVELO OMEKSIVAC";"Ђ";"1";"1";"240.00";"0";"0";"0";"0";"0";"0";"0";"0";
"445";"MALICIJA OMEKSIVAC";"Ђ";"1";"1";"300.00";"0";"0";"0";"0";"0";"0";"0";"0";
"446";"PERVOL TECNI PRASAK";"Ђ";"1";"1";"425.00";"0";"0";"0";"0";"0";"0";"0";"0";
"447";"TOALET VELVET 12 KOM";"Ђ";"1";"1";"490.00";"0";"0";"0";"0";"0";"0";"0";"0";
"448";"TOALET EKSKLUZIV 4KOM";"Ђ";"1";"1";"260.00";"0";"0";"0";"0";"0";"0";"0";"0";
"449";"TOALET KAMELIJA 6 KOM";"Ђ";"1";"1";"280.00";"0";"0";"0";"0";"0";"0";"0";"0";
"450";"TOALET DONA SOFT 8+2";"Ђ";"1";"1";"165.00";"0";"0";"0";"0";"0";"0";"0";"0";
"451";"TOALET KAMELIJA 1 ROLNA";"Ђ";"1";"1";"60.00";"0";"0";"0";"0";"0";"0";"0";"0";
"452";"SALVETA VECA";"Ђ";"1";"1";"90.00";"0";"0";"0";"0";"0";"0";"0";"0";
"453";"SALVETA 50 KOM";"Ђ";"1";"1";"60.00";"0";"0";"0";"0";"0";"0";"0";"0";
"454";"SALVETA 40";"Ђ";"1";"1";"50.00";"0";"0";"0";"0";"0";"0";"0";"0";
"455";"LIBRES GUD NIGHT ULOSCI";"Ђ";"1";"1";"240.00";"0";"0";"0";"0";"0";"0";"0";"0";
"456";"KLEA ULOSCI 10";"Ђ";"1";"1";"125.00";"0";"0";"0";"0";"0";"0";"0";"0";
"457";"BONY JUP 10";"Ђ";"1";"1";"120.00";"0";"0";"0";"0";"0";"0";"0";"0";
"458";"VATA 100";"Ђ";"1";"1";"170.00";"0";"0";"0";"0";"0";"0";"0";"0";
"459";"TOALET LISTIC";"Ђ";"1";"1";"20.00";"0";"0";"0";"0";"0";"0";"0";"0";
"460";"UBRUS";"Ђ";"1";"1";"240.00";"0";"0";"0";"0";"0";"0";"0";"0";
"461";"UBRUS MEGA 2KOM";"Ђ";"1";"1";"330.00";"0";"0";"0";"0";"0";"0";"0";"0";
"462";"PAPIRNE MARAMICE";"Ђ";"1";"1";"13.00";"0";"0";"0";"0";"0";"0";"0";"0";
"463";"VLAZNE MARAMICE VECE";"Ђ";"1";"1";"170.00";"0";"0";"0";"0";"0";"0";"0";"0";
"464";"VLAZNE MARAMICE 10";"Ђ";"1";"1";"30.00";"0";"0";"0";"0";"0";"0";"0";"0";
